,bpp,PSNR,MS-SSIM,LPIPS,epoch
Best_PSNR,0.13128323,25.14531618,0.88933108,0.04607472,2
Best_LPIPS,0.13128323,25.14531618,0.88933108,0.04607472,2
Best_MS-SSIM,0.13128323,25.14531618,0.88933108,0.04607472,2
Best_bpp,0.13128323,25.14531618,0.88933108,0.04607472,2
