,bpp,PSNR,MS-SSIM,LPIPS,epoch
Best_PSNR,0.12152778,23.89505698,0.87233987,0.08723118,1
Best_LPIPS,0.12152778,23.89505698,0.87233987,0.08723118,1
Best_MS-SSIM,0.12152778,23.89505698,0.87233987,0.08723118,1
Best_bpp,0.12152778,23.89505698,0.87233987,0.08723118,1
