,bpp,PSNR,MS-SSIM,LPIPS,epoch
Best_PSNR,0.13771227,23.02665909,0.84640937,0.05639524,7
Best_LPIPS,0.13771227,23.02665909,0.84640937,0.05639524,7
Best_MS-SSIM,0.13771227,23.02665909,0.84640937,0.05639524,7
Best_bpp,0.13771227,23.02665909,0.84640937,0.05639524,7
